Skin_Type,Product_Name,Concern,product_url,product_pic,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Gender_Target,Packaging_Type,Ingredients,Cruelty_Free,Country_of_Origin
Combination,Divine BB Cream,General skincare,No URL available,No Image,Shiseido,Powder,Monthly,55.57,4.2,6335.0,100ml,Female,Bottle,Salicylic Acid,False,South Korea
Combination,Divine BB Cream,General skincare,No URL available,No Image,KVD Beauty,Face Oil,Monthly,59.18,4.0,1106.0,250ml,Unisex,Stick,Vitamin C,True,UK
Combination,Divine BB Cream,General skincare,No URL available,No Image,Make Up For Ever,Eye Shadow,Occasional,66.84,3.1,5833.0,50ml,Female,Stick,Aloe Vera,False,Japan
Combination,Divine BB Cream,General skincare,No URL available,No Image,Tarte,Foundation,Monthly,38.59,1.0,4429.0,30ml,Unisex,Bottle,Salicylic Acid,True,South Korea
Combination,Divine BB Cream,General skincare,No URL available,No Image,Milk Makeup,Eyeliner,Occasional,99.95,2.4,8772.0,150ml,Male,Stick,Aloe Vera,True,Germany
Combination,Divine BB Cream,General skincare,No URL available,No Image,Perricone MD,CC Cream,Occasional,14.38,1.5,2838.0,250ml,Unisex,Tube,Salicylic Acid,False,USA
Combination,Divine BB Cream,General skincare,No URL available,No Image,Rare Beauty,Eye Shadow,Weekly,44.29,3.1,5091.0,100ml,Female,Tube,Retinol,True,Germany
Combination,Divine BB Cream,General skincare,No URL available,No Image,Kiehl’s,Blush,Monthly,58.35,1.1,3569.0,30ml,Unisex,Tube,Shea Butter,True,Australia
Combination,Divine BB Cream,General skincare,No URL available,No Image,Danessa Myricks,Lip Gloss,Occasional,29.63,1.9,3022.0,200ml,Female,Stick,Retinol,True,France
Combination,Divine BB Cream,General skincare,No URL available,No Image,Perricone MD,BB Cream,Daily,31.77,2.9,8545.0,150ml,Female,Jar,Retinol,True,Italy
Combination,Divine BB Cream,General skincare,No URL available,No Image,Tarte,Lip Liner,Daily,40.96,2.3,2900.0,250ml,Female,Compact,Retinol,False,Japan
Combination,Divine BB Cream,General skincare,No URL available,No Image,Natasha Denona,Mascara,Daily,88.13,3.5,8959.0,200ml,Male,Jar,Glycerin,False,Japan
Combination,Divine BB Cream,General skincare,No URL available,No Image,KVD Beauty,Eyeliner,Daily,13.38,2.7,3191.0,150ml,Male,Spray,Salicylic Acid,True,France
Combination,Divine BB Cream,General skincare,No URL available,No Image,Glossier,Lip Gloss,Daily,82.04,2.9,8297.0,30ml,Unisex,Tube,Aloe Vera,True,Japan
Combination,Divine BB Cream,General skincare,No URL available,No Image,Juvia’s Place,Moisturizer,Occasional,130.13,4.1,7903.0,50ml,Male,Bottle,Glycerin,True,USA
Combination,Divine BB Cream,General skincare,No URL available,No Image,Bourjois,Highlighter,Monthly,60.96,4.5,4006.0,100ml,Unisex,Tube,Shea Butter,False,South Korea
Combination,Divine BB Cream,General skincare,No URL available,No Image,Pat McGrath Labs,Makeup Remover,Weekly,129.2,5.0,2940.0,150ml,Male,Jar,Salicylic Acid,False,UK
Dry,Divine BB Cream,General skincare,No URL available,No Image,Clinique,Bronzer,Weekly,22.46,2.9,6642.0,250ml,Unisex,Stick,Shea Butter,False,UK
Dry,Divine BB Cream,General skincare,No URL available,No Image,Tatcha,Contour,Occasional,76.51,4.7,9035.0,30ml,Unisex,Bottle,Aloe Vera,True,France
Dry,Divine BB Cream,General skincare,No URL available,No Image,Milk Makeup,Eye Shadow,Monthly,29.11,4.6,3658.0,50ml,Unisex,Tube,Hyaluronic Acid,False,UK
Dry,Divine BB Cream,General skincare,No URL available,No Image,Yves Saint Laurent,Highlighter,Occasional,73.78,4.9,7649.0,150ml,Female,Bottle,Hyaluronic Acid,True,Japan
Dry,Divine BB Cream,General skincare,No URL available,No Image,Huda Beauty,Concealer,Weekly,124.26,1.6,3163.0,100ml,Unisex,Spray,Aloe Vera,True,Australia
Dry,Divine BB Cream,General skincare,No URL available,No Image,Laura Mercier,Highlighter,Weekly,143.68,2.4,927.0,150ml,Unisex,Compact,Retinol,True,USA
Dry,Divine BB Cream,General skincare,No URL available,No Image,Laura Mercier,Setting Spray,Daily,95.8,3.8,4873.0,50ml,Male,Bottle,Retinol,True,Germany
Dry,Divine BB Cream,General skincare,No URL available,No Image,Rare Beauty,Mascara,Weekly,114.44,4.3,3215.0,100ml,Female,Bottle,Retinol,True,France
Dry,Divine BB Cream,General skincare,No URL available,No Image,Milk Makeup,Contour,Occasional,140.65,3.9,665.0,150ml,Unisex,Bottle,Retinol,False,South Korea
Dry,Divine BB Cream,General skincare,No URL available,No Image,RMS Beauty,Contour,Daily,42.13,1.8,671.0,50ml,Female,Bottle,Hyaluronic Acid,False,UK
Dry,Divine BB Cream,General skincare,No URL available,No Image,Charlotte Tilbury,Bronzer,Monthly,117.24,2.2,3025.0,100ml,Female,Tube,Retinol,True,South Korea
Dry,Divine BB Cream,General skincare,No URL available,No Image,Laura Mercier,Contour,Occasional,80.77,1.6,2585.0,100ml,Unisex,Jar,Shea Butter,True,USA
Dry,Divine BB Cream,General skincare,No URL available,No Image,Bobby Brown,Lipstick,Weekly,78.33,1.9,4586.0,50ml,Female,Jar,Glycerin,False,Italy
Dry,Divine BB Cream,General skincare,No URL available,No Image,Too Faced,Eye Shadow,Daily,33.61,1.7,5006.0,250ml,Unisex,Tube,Vitamin C,True,UK
Dry,Divine BB Cream,General skincare,No URL available,No Image,Natasha Denona,Concealer,Monthly,82.83,2.9,1181.0,250ml,Female,Stick,Hyaluronic Acid,True,Italy
Dry,Divine BB Cream,General skincare,No URL available,No Image,Make Up For Ever,BB Cream,Monthly,40.0,4.3,3456.0,250ml,Male,Bottle,Hyaluronic Acid,True,South Korea
Dry,Divine BB Cream,General skincare,No URL available,No Image,NARS,Lipstick,Occasional,117.36,2.6,5248.0,50ml,Female,Bottle,Hyaluronic Acid,False,Australia
Dry,Divine BB Cream,General skincare,No URL available,No Image,Tarte,Cleanser,Occasional,123.17,3.7,8708.0,250ml,Female,Spray,Aloe Vera,True,South Korea
Dry,Divine BB Cream,General skincare,No URL available,No Image,Rare Beauty,BB Cream,Weekly,106.51,2.5,8660.0,150ml,Unisex,Stick,Shea Butter,False,Japan
Dry,Divine BB Cream,General skincare,No URL available,No Image,Bite Beauty,Blush,Occasional,40.24,4.6,7933.0,250ml,Male,Bottle,Glycerin,False,France
Dry,Divine BB Cream,General skincare,No URL available,No Image,Milk Makeup,Highlighter,Monthly,20.31,3.2,2877.0,250ml,Male,Spray,Vitamin C,True,Australia
Dry,Divine BB Cream,General skincare,No URL available,No Image,RMS Beauty,Moisturizer,Daily,106.72,4.3,1176.0,250ml,Male,Compact,Hyaluronic Acid,True,France
Dry,Divine BB Cream,General skincare,No URL available,No Image,IT Cosmetics,Bronzer,Occasional,109.89,3.2,301.0,100ml,Male,Tube,Hyaluronic Acid,False,USA
Dry,Divine BB Cream,General skincare,No URL available,No Image,Kiehl’s,Highlighter,Monthly,140.98,1.4,4114.0,250ml,Unisex,Jar,Aloe Vera,False,Japan
Dry,Divine BB Cream,General skincare,No URL available,No Image,Fenty Beauty,Makeup Remover,Daily,101.79,3.4,5665.0,200ml,Female,Compact,Glycerin,False,UK
Normal,Divine BB Cream,General skincare,No URL available,No Image,Pat McGrath Labs,Makeup Remover,Occasional,83.4,2.2,4991.0,250ml,Unisex,Jar,Retinol,True,Japan
Normal,Divine BB Cream,General skincare,No URL available,No Image,Too Faced,Face Oil,Daily,11.64,4.1,7991.0,200ml,Male,Compact,Hyaluronic Acid,False,South Korea
Normal,Divine BB Cream,General skincare,No URL available,No Image,Huda Beauty,Lip Gloss,Weekly,25.95,2.1,7727.0,250ml,Male,Spray,Hyaluronic Acid,False,UK
Normal,Divine BB Cream,General skincare,No URL available,No Image,RMS Beauty,Lip Gloss,Monthly,143.85,3.2,1299.0,150ml,Male,Jar,Hyaluronic Acid,False,UK
Normal,Divine BB Cream,General skincare,No URL available,No Image,Becca,Serum,Weekly,129.57,1.9,799.0,50ml,Unisex,Bottle,Glycerin,True,USA
Normal,Divine BB Cream,General skincare,No URL available,No Image,Too Faced,Setting Spray,Monthly,60.54,1.6,7404.0,250ml,Female,Spray,Shea Butter,False,Australia
Normal,Divine BB Cream,General skincare,No URL available,No Image,ColourPop,Serum,Monthly,92.26,1.6,2364.0,50ml,Female,Stick,Retinol,False,UK
Normal,Divine BB Cream,General skincare,No URL available,No Image,Kylie Cosmetics,Blush,Occasional,79.93,2.5,9523.0,200ml,Female,Compact,Retinol,True,Australia
Normal,Divine BB Cream,General skincare,No URL available,No Image,Juvia’s Place,Exfoliator,Monthly,111.39,3.0,545.0,250ml,Female,Jar,Salicylic Acid,True,UK
Normal,Divine BB Cream,General skincare,No URL available,No Image,Danessa Myricks,Blush,Weekly,149.3,3.7,928.0,30ml,Unisex,Jar,Retinol,False,Japan
Normal,Divine BB Cream,General skincare,No URL available,No Image,KVD Beauty,Face Oil,Daily,62.9,4.3,7550.0,150ml,Male,Stick,Aloe Vera,True,France
Normal,Divine BB Cream,General skincare,No URL available,No Image,Becca,Moisturizer,Weekly,77.61,4.5,8198.0,250ml,Unisex,Stick,Shea Butter,True,UK
Normal,Divine BB Cream,General skincare,No URL available,No Image,Natasha Denona,Blush,Weekly,85.2,3.3,3166.0,100ml,Unisex,Compact,Salicylic Acid,True,USA
Normal,Divine BB Cream,General skincare,No URL available,No Image,Urban Decay,Serum,Daily,63.62,4.5,1611.0,30ml,Male,Spray,Salicylic Acid,False,Italy
Normal,Divine BB Cream,General skincare,No URL available,No Image,NARS,Mascara,Monthly,30.29,3.9,6768.0,150ml,Male,Tube,Shea Butter,False,UK
Normal,Divine BB Cream,General skincare,No URL available,No Image,ColourPop,Bronzer,Weekly,127.54,4.2,59.0,250ml,Unisex,Tube,Shea Butter,True,France
Normal,Divine BB Cream,General skincare,No URL available,No Image,Glossier,Makeup Remover,Weekly,17.95,1.6,8605.0,30ml,Unisex,Stick,Retinol,False,France
Normal,Divine BB Cream,General skincare,No URL available,No Image,Charlotte Tilbury,Highlighter,Occasional,147.67,1.7,624.0,250ml,Male,Jar,Aloe Vera,True,Italy
Normal,Divine BB Cream,General skincare,No URL available,No Image,Natasha Denona,Eyeliner,Daily,18.23,2.0,6573.0,30ml,Male,Stick,Aloe Vera,False,UK
Normal,Divine BB Cream,General skincare,No URL available,No Image,Bobby Brown,Eye Shadow,Daily,100.96,2.9,2388.0,150ml,Female,Bottle,Retinol,True,France
Normal,Divine BB Cream,General skincare,No URL available,No Image,Anastasia Beverly Hills,Highlighter,Weekly,145.72,1.6,2247.0,250ml,Male,Stick,Salicylic Acid,False,South Korea
Normal,Divine BB Cream,General skincare,No URL available,No Image,Drunk Elephant,CC Cream,Weekly,69.86,4.2,7428.0,30ml,Female,Compact,Glycerin,True,Australia
Oily,Divine BB Cream,General skincare,No URL available,No Image,KVD Beauty,Lip Liner,Occasional,101.67,2.3,52.0,30ml,Unisex,Spray,Vitamin C,False,UK
Oily,Divine BB Cream,General skincare,No URL available,No Image,Farsali,Concealer,Occasional,111.5,3.7,8570.0,50ml,Male,Stick,Glycerin,False,Australia
Oily,Divine BB Cream,General skincare,No URL available,No Image,KVD Beauty,Face Mask,Monthly,36.24,4.8,7859.0,250ml,Male,Tube,Salicylic Acid,True,South Korea
Oily,Divine BB Cream,General skincare,No URL available,No Image,Urban Decay,Blush,Daily,51.83,3.0,8602.0,250ml,Female,Stick,Glycerin,False,Japan
Oily,Divine BB Cream,General skincare,No URL available,No Image,Kiehl’s,Lip Gloss,Monthly,36.83,2.3,8556.0,250ml,Female,Spray,Glycerin,False,Italy
Oily,Divine BB Cream,General skincare,No URL available,No Image,Pat McGrath Labs,Contour,Daily,107.46,5.0,7133.0,150ml,Unisex,Jar,Glycerin,True,Germany
Oily,Divine BB Cream,General skincare,No URL available,No Image,IT Cosmetics,Foundation,Monthly,117.77,4.1,4106.0,100ml,Female,Compact,Shea Butter,False,France
Oily,Divine BB Cream,General skincare,No URL available,No Image,Huda Beauty,Moisturizer,Monthly,92.29,3.2,632.0,250ml,Female,Bottle,Vitamin C,False,Japan
Oily,Divine BB Cream,General skincare,No URL available,No Image,Glossier,Powder,Weekly,96.58,4.7,349.0,150ml,Unisex,Spray,Aloe Vera,True,Italy
Oily,Divine BB Cream,General skincare,No URL available,No Image,Patrick Ta,Mascara,Daily,108.42,2.3,2129.0,150ml,Male,Tube,Glycerin,False,South Korea
Oily,Divine BB Cream,General skincare,No URL available,No Image,Natasha Denona,Contour,Weekly,149.6,4.0,5359.0,150ml,Male,Compact,Vitamin C,True,Australia
Oily,Divine BB Cream,General skincare,No URL available,No Image,Kylie Cosmetics,Contour,Monthly,95.03,2.6,3011.0,30ml,Unisex,Stick,Vitamin C,False,USA
Oily,Divine BB Cream,General skincare,No URL available,No Image,Shiseido,Serum,Weekly,74.37,2.7,6031.0,250ml,Female,Stick,Vitamin C,False,Germany
Oily,Divine BB Cream,General skincare,No URL available,No Image,NARS,Contour,Weekly,123.02,2.3,5734.0,150ml,Female,Bottle,Salicylic Acid,False,Australia
Oily,Divine BB Cream,General skincare,No URL available,No Image,Hourglass,BB Cream,Occasional,137.06,3.9,6613.0,50ml,Female,Stick,Vitamin C,True,France
Oily,Divine BB Cream,General skincare,No URL available,No Image,Too Faced,Primer,Weekly,146.85,3.0,6388.0,150ml,Female,Compact,Glycerin,False,South Korea
Oily,Divine BB Cream,General skincare,No URL available,No Image,Bobby Brown,Makeup Remover,Occasional,41.44,1.1,6111.0,250ml,Male,Spray,Hyaluronic Acid,False,South Korea
Oily,Divine BB Cream,General skincare,No URL available,No Image,RMS Beauty,Face Oil,Weekly,28.12,4.5,4599.0,150ml,Male,Compact,Salicylic Acid,True,France
Oily,Divine BB Cream,General skincare,No URL available,No Image,KVD Beauty,Face Oil,Weekly,29.7,4.1,3330.0,150ml,Female,Stick,Retinol,False,Australia
Oily,Divine BB Cream,General skincare,No URL available,No Image,Becca,Concealer,Weekly,51.34,1.5,5635.0,200ml,Unisex,Bottle,Shea Butter,False,Japan
Oily,Divine BB Cream,General skincare,No URL available,No Image,E.l.f.,Face Mask,Daily,27.54,3.4,8140.0,50ml,Unisex,Bottle,Retinol,True,UK
Oily,Divine BB Cream,General skincare,No URL available,No Image,Huda Beauty,Eye Shadow,Occasional,50.45,3.1,799.0,30ml,Female,Spray,Shea Butter,True,France
Oily,Divine BB Cream,General skincare,No URL available,No Image,RMS Beauty,Lip Gloss,Monthly,31.93,3.0,9814.0,150ml,Male,Compact,Salicylic Acid,False,South Korea
Oily,Divine BB Cream,General skincare,No URL available,No Image,IT Cosmetics,Makeup Remover,Daily,79.23,4.9,6741.0,100ml,Unisex,Spray,Aloe Vera,True,South Korea
Oily,Divine BB Cream,General skincare,No URL available,No Image,Rare Beauty,Mascara,Weekly,47.37,2.7,6676.0,250ml,Unisex,Tube,Retinol,False,South Korea
Oily,Divine BB Cream,General skincare,No URL available,No Image,Hourglass,Contour,Occasional,100.55,3.4,2110.0,150ml,Unisex,Compact,Glycerin,True,UK
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,Clinique,Lip Liner,Occasional,57.84,4.3,9804.0,30ml,Female,Tube,Hyaluronic Acid,True,Italy
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,Laura Mercier,Foundation,Monthly,103.16,2.4,1202.0,150ml,Unisex,Jar,Retinol,True,Australia
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,Anastasia Beverly Hills,Face Mask,Weekly,87.14,1.5,1337.0,250ml,Unisex,Spray,Hyaluronic Acid,True,Australia
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,Too Faced,Serum,Weekly,139.64,4.8,4305.0,50ml,Unisex,Spray,Shea Butter,False,South Korea
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,Bobby Brown,Moisturizer,Occasional,23.96,3.4,9667.0,250ml,Unisex,Spray,Retinol,False,Australia
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,Drunk Elephant,Eyeliner,Monthly,58.38,1.1,5024.0,50ml,Female,Tube,Salicylic Acid,False,Australia
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,Make Up For Ever,Setting Spray,Weekly,68.61,1.1,1321.0,200ml,Male,Bottle,Vitamin C,False,France
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,Juvia’s Place,Moisturizer,Monthly,68.13,4.5,2913.0,250ml,Male,Jar,Aloe Vera,True,Australia
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,Clinique,Powder,Occasional,92.7,3.5,8627.0,50ml,Female,Spray,Shea Butter,False,Japan
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,Clinique,Blush,Occasional,70.76,3.6,8871.0,30ml,Unisex,Tube,Vitamin C,False,South Korea
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,Tatcha,Lip Gloss,Occasional,15.09,4.2,6526.0,250ml,Unisex,Stick,Glycerin,False,France
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,Tatcha,CC Cream,Weekly,92.26,4.9,452.0,100ml,Unisex,Spray,Glycerin,True,France
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,Drunk Elephant,Moisturizer,Daily,24.51,1.0,1285.0,100ml,Female,Jar,Retinol,False,Australia
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,Morphe,Makeup Remover,Occasional,71.02,2.7,6186.0,100ml,Male,Spray,Salicylic Acid,True,France
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,RMS Beauty,Blush,Monthly,65.4,4.6,6216.0,150ml,Male,Stick,Vitamin C,True,France
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,Tatcha,Eye Shadow,Occasional,148.87,4.8,4061.0,30ml,Unisex,Compact,Hyaluronic Acid,True,France
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,Drunk Elephant,Serum,Monthly,103.68,1.6,1049.0,50ml,Female,Spray,Vitamin C,True,UK
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,Milk Makeup,Exfoliator,Occasional,148.46,2.3,2435.0,250ml,Unisex,Bottle,Vitamin C,False,South Korea
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,Yves Saint Laurent,Powder,Weekly,139.61,1.5,4795.0,50ml,Male,Bottle,Vitamin C,False,Germany
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,Urban Decay,Highlighter,Monthly,78.39,1.8,5248.0,150ml,Unisex,Stick,Glycerin,False,Australia
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,Patrick Ta,Mascara,Weekly,119.18,4.9,8641.0,150ml,Male,Spray,Shea Butter,False,Australia
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,Perricone MD,Primer,Daily,49.62,4.7,4745.0,150ml,Male,Spray,Retinol,True,Australia
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,Ilia Beauty,Lip Liner,Occasional,107.8,4.0,8709.0,100ml,Male,Jar,Shea Butter,True,Italy
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,Yves Saint Laurent,Face Oil,Weekly,143.05,4.8,4830.0,50ml,Unisex,Tube,Retinol,False,Australia
Sensitive,Divine BB Cream,General skincare,No URL available,No Image,KVD Beauty,Highlighter,Occasional,84.47,1.1,1981.0,250ml,Male,Compact,Shea Butter,False,Italy
Combination,Divine Blush,General skincare,No URL available,No Image,Shiseido,CC Cream,Occasional,99.45,3.2,7868.0,50ml,Male,Tube,Salicylic Acid,False,France
Combination,Divine Blush,General skincare,No URL available,No Image,Rare Beauty,Highlighter,Daily,82.2,1.3,1340.0,30ml,Male,Jar,Glycerin,True,France
Combination,Divine Blush,General skincare,No URL available,No Image,Hourglass,Contour,Weekly,140.81,2.7,8663.0,50ml,Male,Stick,Shea Butter,True,South Korea
Combination,Divine Blush,General skincare,No URL available,No Image,Glossier,Lip Gloss,Monthly,94.53,1.4,9474.0,100ml,Male,Bottle,Glycerin,True,France
Combination,Divine Blush,General skincare,No URL available,No Image,Danessa Myricks,Serum,Weekly,109.6,1.6,6057.0,30ml,Female,Bottle,Hyaluronic Acid,True,Germany
Combination,Divine Blush,General skincare,No URL available,No Image,Milk Makeup,CC Cream,Daily,130.7,2.8,1220.0,30ml,Female,Compact,Salicylic Acid,True,Italy
Combination,Divine Blush,General skincare,No URL available,No Image,Tarte,Lipstick,Daily,46.55,4.1,1375.0,50ml,Male,Stick,Retinol,True,France
Combination,Divine Blush,General skincare,No URL available,No Image,Tatcha,BB Cream,Monthly,126.4,3.7,8793.0,50ml,Male,Jar,Hyaluronic Acid,False,Australia
Combination,Divine Blush,General skincare,No URL available,No Image,Glossier,Face Mask,Occasional,14.4,3.3,3829.0,200ml,Unisex,Jar,Shea Butter,True,Germany
Combination,Divine Blush,General skincare,No URL available,No Image,Bite Beauty,Exfoliator,Daily,83.56,1.8,5505.0,30ml,Unisex,Jar,Salicylic Acid,False,Australia
Combination,Divine Blush,General skincare,No URL available,No Image,Natasha Denona,Lip Gloss,Occasional,52.54,1.6,7970.0,50ml,Unisex,Tube,Hyaluronic Acid,False,Germany
Combination,Divine Blush,General skincare,No URL available,No Image,E.l.f.,CC Cream,Monthly,46.59,3.4,6029.0,50ml,Male,Spray,Glycerin,True,USA
Combination,Divine Blush,General skincare,No URL available,No Image,Kiehl’s,Contour,Weekly,59.1,2.6,2599.0,50ml,Male,Stick,Aloe Vera,True,France
Combination,Divine Blush,General skincare,No URL available,No Image,Rare Beauty,Lip Gloss,Occasional,69.34,2.8,78.0,30ml,Male,Stick,Glycerin,True,Australia
Combination,Divine Blush,General skincare,No URL available,No Image,Farsali,Eyeliner,Weekly,132.65,3.2,6362.0,30ml,Male,Tube,Aloe Vera,False,UK
Combination,Divine Blush,General skincare,No URL available,No Image,Juvia’s Place,Blush,Monthly,137.56,4.9,2076.0,30ml,Unisex,Bottle,Glycerin,False,Japan
Combination,Divine Blush,General skincare,No URL available,No Image,Bobby Brown,Setting Spray,Monthly,48.05,3.7,5223.0,50ml,Male,Stick,Vitamin C,True,Germany
Combination,Divine Blush,General skincare,No URL available,No Image,Tatcha,Serum,Weekly,53.31,2.6,3751.0,100ml,Female,Compact,Glycerin,False,USA
Combination,Divine Blush,General skincare,No URL available,No Image,Rare Beauty,Blush,Occasional,116.43,3.9,353.0,200ml,Unisex,Compact,Shea Butter,False,South Korea
Combination,Divine Blush,General skincare,No URL available,No Image,Drunk Elephant,Exfoliator,Daily,55.87,3.3,1561.0,50ml,Unisex,Jar,Aloe Vera,True,Germany
Combination,Divine Blush,General skincare,No URL available,No Image,Juvia’s Place,Blush,Occasional,98.71,2.0,3558.0,100ml,Male,Tube,Hyaluronic Acid,True,South Korea
